Country,Year,Value,Resource,Metric
Other Europe,1973.0,509.0549589041095,Oil,Production
Total Europe,1973.0,880.1693753424656,Oil,Production
Azerbaijan,1973.0,0.0,Oil,Production
Kazakhstan,1973.0,0.0,Oil,Production
Russian Federation,1973.0,0.0,Oil,Production
Turkmenistan,1973.0,0.0,Oil,Production
Uzbekistan,1973.0,0.0,Oil,Production
Other CIS,1973.0,0.0,Oil,Production
Total CIS,1973.0,8664.42191780822,Oil,Production
Iran,1973.0,5907.375890410958,Oil,Production
Iraq,1973.0,2018.0,Oil,Production
Kuwait,1973.0,3080.0,Oil,Production
Oman,1973.0,293.0,Oil,Production
Qatar,1973.0,569.9999999999999,Oil,Production
Saudi Arabia,1973.0,7693.2,Oil,Production
Syria,1973.0,111.0,Oil,Production
United Arab Emirates,1973.0,1532.6,Oil,Production
Yemen,1973.0,0.0,Oil,Production
Other Middle East,1973.0,68.74634246575343,Oil,Production
Total Middle East,1973.0,21273.92223287671,Oil,Production
Algeria,1973.0,1128.74,Oil,Production
Angola,1973.0,165.963698630137,Oil,Production
Chad,1973.0,0.0,Oil,Production
Republic of Congo ,1973.0,40.55967123287672,Oil,Production
Egypt,1973.0,164.93397260273974,Oil,Production
Equatorial Guinea,1973.0,0.0,Oil,Production
Gabon,1973.0,152.14813698630138,Oil,Production
Libya,1973.0,2211.0,Oil,Production
Nigeria,1973.0,2054.3000000000006,Oil,Production
South Sudan,1973.0,0.0,Oil,Production
Sudan,1973.0,0.0,Oil,Production
Tunisia,1973.0,81.70361643835618,Oil,Production
Other Africa,1973.0,0.8722191780821918,Oil,Production
Total Africa,1973.0,6000.221315068494,Oil,Production
Australia,1973.0,424.0,Oil,Production
Brunei,1973.0,230.99999999999997,Oil,Production
China,1973.0,1076.6063013698629,Oil,Production
India,1973.0,148.49572602739727,Oil,Production
Indonesia,1973.0,1338.0,Oil,Production
Malaysia,1973.0,91.0,Oil,Production
Thailand,1973.0,0.0,Oil,Production
Vietnam,1973.0,0.0,Oil,Production
Other Asia Pacific,1973.0,47.05602739726027,Oil,Production
Total Asia Pacific,1973.0,3356.1580547945205,Oil,Production
Total World,1973.0,58551.79840128458,Oil,Production
of which: OECD,1973.0,14722.1909369863,Oil,Production
                 Non-OECD,1973.0,43829.60746429828,Oil,Production
                 OPEC,1973.0,29272.92369863014,Oil,Production
                 Non-OPEC ,1973.0,29278.874702654448,Oil,Production
                 European Union #,1973.0,665.029895890411,Oil,Production
Canada,1974.0,1993.0,Oil,Production
Mexico,1974.0,653.0,Oil,Production
US,1974.0,10461.205,Oil,Production
Total North America,1974.0,13107.205,Oil,Production
Argentina,1974.0,423.38739726027393,Oil,Production
Brazil,1974.0,181.7622396311067,Oil,Production
Colombia,1974.0,174.99999999999997,Oil,Production
Ecuador,1974.0,177.00000000000003,Oil,Production
Guyana,1974.0,0.0,Oil,Production
Peru,1974.0,79.0986301369863,Oil,Production
Trinidad & Tobago,1974.0,187.00000000000003,Oil,Production
Venezuela,1974.0,3060.0,Oil,Production
Other S. & Cent. America,1974.0,85.59616438356166,Oil,Production
Total S. & Cent. America,1974.0,4368.844431411929,Oil,Production
Denmark,1974.0,2.0,Oil,Production
Italy,1974.0,23.37451506849315,Oil,Production
Norway,1974.0,35.0,Oil,Production
Romania,1974.0,308.0270136986301,Oil,Production
United Kingdom,1974.0,9.762410958904109,Oil,Production
Other Europe,1974.0,509.8181643835617,Oil,Production
Total Europe,1974.0,887.9821041095888,Oil,Production
Azerbaijan,1974.0,0.0,Oil,Production
Kazakhstan,1974.0,0.0,Oil,Production
Russian Federation,1974.0,0.0,Oil,Production
Turkmenistan,1974.0,0.0,Oil,Production
Uzbekistan,1974.0,0.0,Oil,Production
Other CIS,1974.0,0.0,Oil,Production
Total CIS,1974.0,9270.405479452054,Oil,Production
Iran,1974.0,6060.301369863013,Oil,Production
Iraq,1974.0,1977.0383561643835,Oil,Production
Kuwait,1974.0,2603.0000000000005,Oil,Production
Oman,1974.0,290.00000000000006,Oil,Production
Qatar,1974.0,518.0000000000001,Oil,Production
Saudi Arabia,1974.0,8617.7,Oil,Production
Syria,1974.0,129.0,Oil,Production
United Arab Emirates,1974.0,1678.6,Oil,Production
Yemen,1974.0,0.0,Oil,Production
Other Middle East,1974.0,67.76201369863016,Oil,Production
Total Middle East,1974.0,21941.401739726025,Oil,Production
Algeria,1974.0,1045.9830136986297,Oil,Production
Angola,1974.0,173.394,Oil,Production
Chad,1974.0,0.0,Oil,Production
Republic of Congo ,1974.0,47.62027397260273,Oil,Production
Egypt,1974.0,144.97616438356167,Oil,Production
Equatorial Guinea,1974.0,0.0,Oil,Production
Gabon,1974.0,204.3195068493151,Oil,Production
Libya,1974.0,1558.0,Oil,Production
Nigeria,1974.0,2255.0,Oil,Production
South Sudan,1974.0,0.0,Oil,Production
Sudan,1974.0,0.0,Oil,Production
Tunisia,1974.0,87.20249315068494,Oil,Production
Other Africa,1974.0,0.5191780821917809,Oil,Production
Total Africa,1974.0,5517.014630136986,Oil,Production
Australia,1974.0,420.0,Oil,Production
Brunei,1974.0,198.00000000000003,Oil,Production
China,1974.0,1302.330136986301,Oil,Production
India,1974.0,154.51972602739727,Oil,Production
Indonesia,1974.0,1374.9999999999998,Oil,Production
Malaysia,1974.0,81.0,Oil,Production
Thailand,1974.0,0.0,Oil,Production
Vietnam,1974.0,0.0,Oil,Production
Other Asia Pacific,1974.0,47.37996017151369,Oil,Production
Total Asia Pacific,1974.0,3578.229823185212,Oil,Production
Total World,1974.0,58671.08320802179,Oil,Production
of which: OECD,1974.0,14230.227954692064,Oil,Production
                 Non-OECD,1974.0,44440.855253329726,Oil,Production
                 OPEC,1974.0,29107.562520547945,Oil,Production
                 Non-OPEC ,1974.0,29563.52068747385,Oil,Production
                 European Union #,1974.0,676.5693369863014,Oil,Production
Canada,1975.0,1734.9999999999998,Oil,Production
Mexico,1975.0,805.9999999999999,Oil,Production
US,1975.0,10007.737,Oil,Production
Total North America,1975.0,12548.737,Oil,Production
Argentina,1975.0,406.0909589041096,Oil,Production
Brazil,1975.0,177.41482630290093,Oil,Production
Colombia,1975.0,164.00000000000003,Oil,Production
Ecuador,1975.0,161.0,Oil,Production
Guyana,1975.0,0.0,Oil,Production
Peru,1975.0,73.03561643835616,Oil,Production
Trinidad & Tobago,1975.0,216.0,Oil,Production
Venezuela,1975.0,2422.0,Oil,Production
Other S. & Cent. America,1975.0,77.88000000000001,Oil,Production
Total S. & Cent. America,1975.0,3697.4214016453666,Oil,Production
Denmark,1975.0,3.0,Oil,Production
Italy,1975.0,26.88218904109589,Oil,Production
Norway,1975.0,189.0,Oil,Production
Romania,1975.0,311.30657534246575,Oil,Production
United Kingdom,1975.0,33.85939726027397,Oil,Production
Other Europe,1975.0,507.51210958904113,Oil,Production
Total Europe,1975.0,1071.5602712328766,Oil,Production
Azerbaijan,1975.0,0.0,Oil,Production
Kazakhstan,1975.0,0.0,Oil,Production
Russian Federation,1975.0,0.0,Oil,Production
Turkmenistan,1975.0,0.0,Oil,Production
Uzbekistan,1975.0,0.0,Oil,Production
Other CIS,1975.0,0.0,Oil,Production
Total CIS,1975.0,9915.984383561645,Oil,Production
Iran,1975.0,5386.619178082192,Oil,Production
Iraq,1975.0,2270.558904109589,Oil,Production
Kuwait,1975.0,2132.0,Oil,Production
Oman,1975.0,341.0,Oil,Production
Qatar,1975.0,437.0,Oil,Production
Saudi Arabia,1975.0,7216.4,Oil,Production
Syria,1975.0,192.00000000000003,Oil,Production
United Arab Emirates,1975.0,1663.8,Oil,Production
Yemen,1975.0,0.0,Oil,Production
Other Middle East,1975.0,61.68365753424658,Oil,Production
Total Middle East,1975.0,19701.06173972603,Oil,Production
Algeria,1975.0,1025.4975342465755,Oil,Production
Angola,1975.0,158.16797260273972,Oil,Production
Chad,1975.0,0.0,Oil,Production
Republic of Congo ,1975.0,34.70169863013699,Oil,Production
Egypt,1975.0,228.25041095890413,Oil,Production
Equatorial Guinea,1975.0,0.0,Oil,Production
Gabon,1975.0,226.60999999999999,Oil,Production
Libya,1975.0,1514.0,Oil,Production
Nigeria,1975.0,1783.1999999999996,Oil,Production
South Sudan,1975.0,0.0,Oil,Production
Sudan,1975.0,0.0,Oil,Production
Tunisia,1975.0,97.10468493150685,Oil,Production
Other Africa,1975.0,0.4153424657534247,Oil,Production
Total Africa,1975.0,5067.947643835616,Oil,Production
Australia,1975.0,451.0,Oil,Production
Brunei,1975.0,186.99999999999997,Oil,Production
China,1975.0,1547.5336986301372,Oil,Production
India,1975.0,170.87942465753423,Oil,Production
Indonesia,1975.0,1306.0000000000002,Oil,Production
Malaysia,1975.0,97.99999999999999,Oil,Production
Thailand,1975.0,0.0,Oil,Production
Vietnam,1975.0,0.0,Oil,Production
Other Asia Pacific,1975.0,47.6365587195708,Oil,Production
Total Asia Pacific,1975.0,3808.049682007242,Oil,Production
Total World,1975.0,55810.762122008775,Oil,Production
of which: OECD,1975.0,13862.449460089432,Oil,Production
                 Non-OECD,1975.0,41948.31266191935,Oil,Production
                 OPEC,1975.0,25675.387315068492,Oil,Production
                 Non-OPEC ,1975.0,30135.37480694027,Oil,Production
                 European Union #,1975.0,679.9313397260274,Oil,Production
Canada,1976.0,1598.0,Oil,Production
Mexico,1976.0,894.0000000000001,Oil,Production
US,1976.0,9735.639,Oil,Production
Total North America,1976.0,12227.639,Oil,Production
Argentina,1976.0,408.0218579234973,Oil,Production
Brazil,1976.0,172.3305367349838,Oil,Production
Colombia,1976.0,153.00000000000003,Oil,Production
Ecuador,1976.0,188.0,Oil,Production
Guyana,1976.0,0.0,Oil,Production
Peru,1976.0,77.40710382513662,Oil,Production
Trinidad & Tobago,1976.0,212.0,Oil,Production
Venezuela,1976.0,2370.9999999999995,Oil,Production
Other S. & Cent. America,1976.0,77.64612021857924,Oil,Production
Total S. & Cent. America,1976.0,3659.4056187021965,Oil,Production
Denmark,1976.0,4.000000000000001,Oil,Production
Italy,1976.0,28.217043715846998,Oil,Production
Norway,1976.0,279.0,Oil,Production
Romania,1976.0,312.71311475409834,Oil,Production
United Kingdom,1976.0,254.43224043715844,Oil,Production
Other Europe,1976.0,494.07292349726777,Oil,Production
Total Europe,1976.0,1372.4353224043718,Oil,Production
Azerbaijan,1976.0,0.0,Oil,Production
Kazakhstan,1976.0,0.0,Oil,Production
Russian Federation,1976.0,0.0,Oil,Production
Turkmenistan,1976.0,0.0,Oil,Production
Uzbekistan,1976.0,0.0,Oil,Production
Other CIS,1976.0,0.0,Oil,Production
Total CIS,1976.0,10465.595901639346,Oil,Production
Iran,1976.0,5918.191256830602,Oil,Production
Iraq,1976.0,2422.2677595628415,Oil,Production
Kuwait,1976.0,2198.9999999999995,Oil,Production
Oman,1976.0,367.0,Oil,Production
Qatar,1976.0,487.0,Oil,Production
Saudi Arabia,1976.0,8762.174,Oil,Production
Syria,1976.0,200.99999999999997,Oil,Production
United Arab Emirates,1976.0,1936.4020000000003,Oil,Production
Yemen,1976.0,0.0,Oil,Production
Other Middle East,1976.0,58.72281420765027,Oil,Production
Total Middle East,1976.0,22351.757830601095,Oil,Production
Algeria,1976.0,1144.4056612021857,Oil,Production
Angola,1976.0,153.14000000000001,Oil,Production
Chad,1976.0,0.0,Oil,Production
Republic of Congo ,1976.0,40.622950819672134,Oil,Production
Egypt,1976.0,322.2158469945356,Oil,Production
Equatorial Guinea,1976.0,0.0,Oil,Production
Gabon,1976.0,226.1706010928962,Oil,Production
Libya,1976.0,1972.0,Oil,Production
Nigeria,1976.0,2066.786,Oil,Production
South Sudan,1976.0,0.0,Oil,Production
Sudan,1976.0,0.0,Oil,Production
Tunisia,1976.0,77.95054644808744,Oil,Production
Other Africa,1976.0,25.18639344262295,Oil,Production
Total Africa,1976.0,6028.478,Oil,Production
Australia,1976.0,460.99999999999994,Oil,Production
Brunei,1976.0,217.0,Oil,Production
China,1976.0,1745.5814207650271,Oil,Production
India,1976.0,178.1482786885246,Oil,Production
Indonesia,1976.0,1504.0,Oil,Production
Malaysia,1976.0,167.0,Oil,Production
Thailand,1976.0,0.0,Oil,Production
Vietnam,1976.0,0.0,Oil,Production
Other Asia Pacific,1976.0,62.146371529123485,Oil,Production
Total Asia Pacific,1976.0,4334.876070982676,Oil,Production
Total World,1976.0,60440.18774432968,Oil,Production
of which: OECD,1976.0,13839.013562785953,Oil,Production
                 Non-OECD,1976.0,46601.17418154373,Oil,Production
                 OPEC,1976.0,29059.0202295082,Oil,Production
                 Non-OPEC ,1976.0,31381.16751482148,Oil,Production
                 European Union #,1976.0,674.5698852459016,Oil,Production
Canada,1977.0,1607.9999999999998,Oil,Production
Mexico,1977.0,1085.0,Oil,Production
US,1977.0,9862.562,Oil,Production
Total North America,1977.0,12555.562,Oil,Production
Argentina,1977.0,441.7150684931507,Oil,Production
Brazil,1977.0,166.71999887804708,Oil,Production
Colombia,1977.0,144.0,Oil,Production
Ecuador,1977.0,184.0,Oil,Production
Guyana,1977.0,0.0,Oil,Production
Peru,1977.0,92.15342465753423,Oil,Production
Trinidad & Tobago,1977.0,229.00000000000003,Oil,Production
Venezuela,1977.0,2314.0,Oil,Production
Other S. & Cent. America,1977.0,68.01361643835615,Oil,Production
Total S. & Cent. America,1977.0,3639.6021084670883,Oil,Production
Denmark,1977.0,10.000000000000002,Oil,Production
Italy,1977.0,27.102539726027395,Oil,Production
Norway,1977.0,287.0,Oil,Production
Romania,1977.0,312.541095890411,Oil,Production
United Kingdom,1977.0,798.6334246575343,Oil,Production
Other Europe,1977.0,481.4483561643835,Oil,Production
Total Europe,1977.0,1916.725416438356,Oil,Production
Azerbaijan,1977.0,0.0,Oil,Production
Kazakhstan,1977.0,0.0,Oil,Production
Russian Federation,1977.0,0.0,Oil,Production
Turkmenistan,1977.0,0.0,Oil,Production
Uzbekistan,1977.0,0.0,Oil,Production
Other CIS,1977.0,0.0,Oil,Production
Total CIS,1977.0,11009.914246575343,Oil,Production
Iran,1977.0,5713.95890410959,Oil,Production
Iraq,1977.0,2358.1205479452055,Oil,Production
Kuwait,1977.0,2024.0,Oil,Production
Oman,1977.0,340.0,Oil,Production
Qatar,1977.0,435.00000000000006,Oil,Production
Saudi Arabia,1977.0,9418.905,Oil,Production
Syria,1977.0,183.0,Oil,Production
United Arab Emirates,1977.0,1998.71,Oil,Production
Yemen,1977.0,0.0,Oil,Production
Other Middle East,1977.0,58.51910958904109,Oil,Production
Total Middle East,1977.0,22530.213561643835,Oil,Production
Algeria,1977.0,1224.7908493150685,Oil,Production
Angola,1977.0,143.36827397260276,Oil,Production
Chad,1977.0,0.0,Oil,Production
Republic of Congo ,1977.0,31.792109589041097,Oil,Production
Egypt,1977.0,406.54794520547955,Oil,Production
Equatorial Guinea,1977.0,0.0,Oil,Production
Gabon,1977.0,225.64868493150686,Oil,Production
Libya,1977.0,2108.0,Oil,Production
Nigeria,1977.0,2085.099,Oil,Production
South Sudan,1977.0,0.0,Oil,Production
Sudan,1977.0,0.0,Oil,Production
Tunisia,1977.0,90.67879452054795,Oil,Production
Other Africa,1977.0,24.20750684931507,Oil,Production
Total Africa,1977.0,6340.133164383562,Oil,Production
Australia,1977.0,490.0,Oil,Production
Brunei,1977.0,226.99999999999997,Oil,Production
China,1977.0,1880.4964383561646,Oil,Production
India,1977.0,210.11794520547946,Oil,Production
Indonesia,1977.0,1685.0,Oil,Production
Malaysia,1977.0,183.0,Oil,Production
Thailand,1977.0,0.0,Oil,Production
Vietnam,1977.0,0.0,Oil,Production
Other Asia Pacific,1977.0,72.56198103857925,Oil,Production
Total Asia Pacific,1977.0,4748.176364600223,Oil,Production
Total World,1977.0,62740.326862108406,Oil,Production
of which: OECD,1977.0,14730.835685148166,Oil,Production
                 Non-OECD,1977.0,48009.49117696025,Oil,Production
                 OPEC,1977.0,29503.025095890414,Oil,Production
                 Non-OPEC ,1977.0,33237.30176621799,Oil,Production
                 European Union #,1977.0,663.8226767123289,Oil,Production
Canada,1978.0,1597.0,Oil,Production
Mexico,1978.0,1327.0000000000002,Oil,Production
US,1978.0,10274.441,Oil,Production
Total North America,1978.0,13198.441,Oil,Production
Argentina,1978.0,466.20493150684933,Oil,Production
Brazil,1978.0,165.82524730326705,Oil,Production
Colombia,1978.0,137.0,Oil,Production
Ecuador,1978.0,204.0,Oil,Production
Guyana,1978.0,0.0,Oil,Production
Peru,1978.0,151.8794520547945,Oil,Production
Trinidad & Tobago,1978.0,230.0,Oil,Production
Venezuela,1978.0,2227.0,Oil,Production
Other S. & Cent. America,1978.0,65.87232876712329,Oil,Production
Total S. & Cent. America,1978.0,3647.781959632034,Oil,Production
Denmark,1978.0,8.0,Oil,Production
Italy,1978.0,31.397035616438355,Oil,Production
Norway,1978.0,356.0,Oil,Production
Romania,1978.0,293.48832876712333,Oil,Production
United Kingdom,1978.0,1127.2792328767123,Oil,Production
Other Europe,1978.0,489.8320547945207,Oil,Production
Total Europe,1978.0,2305.9966520547946,Oil,Production
Azerbaijan,1978.0,0.0,Oil,Production
Kazakhstan,1978.0,0.0,Oil,Production
Russian Federation,1978.0,0.0,Oil,Production
Turkmenistan,1978.0,0.0,Oil,Production
Uzbekistan,1978.0,0.0,Oil,Production
Other CIS,1978.0,0.0,Oil,Production
Total CIS,1978.0,11530.754246575343,Oil,Production
Iran,1978.0,5302.054794520549,Oil,Production
Iraq,1978.0,2573.5506849315066,Oil,Production
Kuwait,1978.0,2182.0,Oil,Production
Oman,1978.0,314.0,Oil,Production
Qatar,1978.0,484.0,Oil,Production
Saudi Arabia,1978.0,8554.082,Oil,Production
Syria,1978.0,178.99999999999997,Oil,Production
United Arab Emirates,1978.0,1830.5009999999997,Oil,Production
Yemen,1978.0,0.0,Oil,Production
Other Middle East,1978.0,55.47601369863014,Oil,Production
Total Middle East,1978.0,21474.664493150685,Oil,Production
Algeria,1978.0,1252.7296712328769,Oil,Production
Angola,1978.0,131.32956164383563,Oil,Production
Chad,1978.0,0.0,Oil,Production
Republic of Congo ,1978.0,47.13534246575343,Oil,Production
Egypt,1978.0,490.7416438356165,Oil,Production
Equatorial Guinea,1978.0,0.0,Oil,Production
Gabon,1978.0,212.29041095890412,Oil,Production
Libya,1978.0,2023.0,Oil,Production
Nigeria,1978.0,1896.992,Oil,Production
South Sudan,1978.0,0.0,Oil,Production
Sudan,1978.0,0.0,Oil,Production
Tunisia,1978.0,104.16263013698631,Oil,Production
Other Africa,1978.0,30.84430136986301,Oil,Production
Total Africa,1978.0,6189.225561643836,Oil,Production
Australia,1978.0,490.0,Oil,Production
Brunei,1978.0,240.0,Oil,Production
China,1978.0,2089.5520547945207,Oil,Production
India,1978.0,232.52227397260276,Oil,Production
Indonesia,1978.0,1635.0,Oil,Production
Malaysia,1978.0,216.0,Oil,Production
Thailand,1978.0,0.0,Oil,Production
Vietnam,1978.0,0.0,Oil,Production
Other Asia Pacific,1978.0,72.41582364454128,Oil,Production
Total Asia Pacific,1978.0,4975.490152411664,Oil,Production
Total World,1978.0,63322.35406546836,Oil,Production
of which: OECD,1978.0,15762.405982548657,Oil,Production
                 Non-OECD,1978.0,47559.94808291971,Oil,Production
                 OPEC,1978.0,28101.335904109586,Oil,Production
                 Non-OPEC ,1978.0,35221.01816135878,Oil,Production
                 European Union #,1978.0,646.7987342465752,Oil,Production
Canada,1979.0,1835.0000000000002,Oil,Production
Mexico,1979.0,1607.0,Oil,Production
US,1979.0,10135.534,Oil,Production
Total North America,1979.0,13577.534,Oil,Production
Argentina,1979.0,487.2827397260274,Oil,Production
Brazil,1979.0,171.645014909704,Oil,Production
Colombia,1979.0,129.0,Oil,Production
Ecuador,1979.0,216.0,Oil,Production
Guyana,1979.0,0.0,Oil,Production
