,Country,Year,Value,Resource,Metric,Price
605,Australia,1973,424,Oil,Production,
606,Brunei,1973,231,Oil,Production,
607,China,1973,1076.606301,Oil,Production,
608,India,1973,148.495726,Oil,Production,
609,Indonesia,1973,1338,Oil,Production,
610,Malaysia,1973,91,Oil,Production,
611,Thailand,1973,0,Oil,Production,
612,Vietnam,1973,0,Oil,Production,
613,Other Asia Pacific,1973,47.0560274,Oil,Production,
614,Total Asia Pacific,1973,3356.158055,Oil,Production,
615,Total World,1973,58551.7984,Oil,Production,
616,of which: OECD,1973,14722.19094,Oil,Production,
617,                 Non-OECD,1973,43829.60746,Oil,Production,
618,                 OPEC,1973,29272.9237,Oil,Production,
619,                 Non-OPEC ,1973,29278.8747,Oil,Production,
620,                 European Union #,1973,665.0298959,Oil,Production,
621,Canada,1974,1993,Oil,Production,
622,Mexico,1974,653,Oil,Production,
623,US,1974,10461.205,Oil,Production,
624,Total North America,1974,13107.205,Oil,Production,
625,Argentina,1974,423.3873973,Oil,Production,
626,Brazil,1974,181.7622396,Oil,Production,
627,Colombia,1974,175,Oil,Production,
628,Ecuador,1974,177,Oil,Production,
629,Guyana,1974,0,Oil,Production,
630,Peru,1974,79.09863014,Oil,Production,
631,Trinidad & Tobago,1974,187,Oil,Production,
632,Venezuela,1974,3060,Oil,Production,
633,Other S. & Cent. America,1974,85.59616438,Oil,Production,
634,Total S. & Cent. America,1974,4368.844431,Oil,Production,
635,Denmark,1974,2,Oil,Production,
636,Italy,1974,23.37451507,Oil,Production,
637,Norway,1974,35,Oil,Production,
638,Romania,1974,308.0270137,Oil,Production,
639,United Kingdom,1974,9.762410959,Oil,Production,
640,Other Europe,1974,509.8181644,Oil,Production,
641,Total Europe,1974,887.9821041,Oil,Production,
642,Azerbaijan,1974,0,Oil,Production,
643,Kazakhstan,1974,0,Oil,Production,
644,Russian Federation,1974,0,Oil,Production,
645,Turkmenistan,1974,0,Oil,Production,
646,Uzbekistan,1974,0,Oil,Production,
647,Other CIS,1974,0,Oil,Production,
648,Total CIS,1974,9270.405479,Oil,Production,
649,Iran,1974,6060.30137,Oil,Production,
650,Iraq,1974,1977.038356,Oil,Production,
651,Kuwait,1974,2603,Oil,Production,
652,Oman,1974,290,Oil,Production,
653,Qatar,1974,518,Oil,Production,
654,Saudi Arabia,1974,8617.7,Oil,Production,
655,Syria,1974,129,Oil,Production,
656,United Arab Emirates,1974,1678.6,Oil,Production,
657,Yemen,1974,0,Oil,Production,
658,Other Middle East,1974,67.7620137,Oil,Production,
659,Total Middle East,1974,21941.40174,Oil,Production,
660,Algeria,1974,1045.983014,Oil,Production,
661,Angola,1974,173.394,Oil,Production,
662,Chad,1974,0,Oil,Production,
663,Republic of Congo ,1974,47.62027397,Oil,Production,
664,Egypt,1974,144.9761644,Oil,Production,
665,Equatorial Guinea,1974,0,Oil,Production,
666,Gabon,1974,204.3195068,Oil,Production,
667,Libya,1974,1558,Oil,Production,
668,Nigeria,1974,2255,Oil,Production,
669,South Sudan,1974,0,Oil,Production,
670,Sudan,1974,0,Oil,Production,
671,Tunisia,1974,87.20249315,Oil,Production,
672,Other Africa,1974,0.519178082,Oil,Production,
673,Total Africa,1974,5517.01463,Oil,Production,
674,Australia,1974,420,Oil,Production,
675,Brunei,1974,198,Oil,Production,
676,China,1974,1302.330137,Oil,Production,
677,India,1974,154.519726,Oil,Production,
678,Indonesia,1974,1375,Oil,Production,
679,Malaysia,1974,81,Oil,Production,
680,Thailand,1974,0,Oil,Production,
681,Vietnam,1974,0,Oil,Production,
682,Other Asia Pacific,1974,47.37996017,Oil,Production,
683,Total Asia Pacific,1974,3578.229823,Oil,Production,
684,Total World,1974,58671.08321,Oil,Production,
685,of which: OECD,1974,14230.22795,Oil,Production,
686,                 Non-OECD,1974,44440.85525,Oil,Production,
687,                 OPEC,1974,29107.56252,Oil,Production,
688,                 Non-OPEC ,1974,29563.52069,Oil,Production,
689,                 European Union #,1974,676.569337,Oil,Production,
690,Canada,1975,1735,Oil,Production,
691,Mexico,1975,806,Oil,Production,
692,US,1975,10007.737,Oil,Production,
693,Total North America,1975,12548.737,Oil,Production,
694,Argentina,1975,406.0909589,Oil,Production,
695,Brazil,1975,177.4148263,Oil,Production,
696,Colombia,1975,164,Oil,Production,
697,Ecuador,1975,161,Oil,Production,
698,Guyana,1975,0,Oil,Production,
699,Peru,1975,73.03561644,Oil,Production,
700,Trinidad & Tobago,1975,216,Oil,Production,
701,Venezuela,1975,2422,Oil,Production,
702,Other S. & Cent. America,1975,77.88,Oil,Production,
703,Total S. & Cent. America,1975,3697.421402,Oil,Production,
704,Denmark,1975,3,Oil,Production,
705,Italy,1975,26.88218904,Oil,Production,
706,Norway,1975,189,Oil,Production,
707,Romania,1975,311.3065753,Oil,Production,
708,United Kingdom,1975,33.85939726,Oil,Production,
709,Other Europe,1975,507.5121096,Oil,Production,
710,Total Europe,1975,1071.560271,Oil,Production,
711,Azerbaijan,1975,0,Oil,Production,
712,Kazakhstan,1975,0,Oil,Production,
713,Russian Federation,1975,0,Oil,Production,
714,Turkmenistan,1975,0,Oil,Production,
715,Uzbekistan,1975,0,Oil,Production,
716,Other CIS,1975,0,Oil,Production,
717,Total CIS,1975,9915.984384,Oil,Production,
718,Iran,1975,5386.619178,Oil,Production,
719,Iraq,1975,2270.558904,Oil,Production,
720,Kuwait,1975,2132,Oil,Production,
721,Oman,1975,341,Oil,Production,
722,Qatar,1975,437,Oil,Production,
723,Saudi Arabia,1975,7216.4,Oil,Production,
724,Syria,1975,192,Oil,Production,
725,United Arab Emirates,1975,1663.8,Oil,Production,
726,Yemen,1975,0,Oil,Production,
727,Other Middle East,1975,61.68365753,Oil,Production,
728,Total Middle East,1975,19701.06174,Oil,Production,
729,Algeria,1975,1025.497534,Oil,Production,
730,Angola,1975,158.1679726,Oil,Production,
731,Chad,1975,0,Oil,Production,
732,Republic of Congo ,1975,34.70169863,Oil,Production,
733,Egypt,1975,228.250411,Oil,Production,
734,Equatorial Guinea,1975,0,Oil,Production,
735,Gabon,1975,226.61,Oil,Production,
736,Libya,1975,1514,Oil,Production,
737,Nigeria,1975,1783.2,Oil,Production,
738,South Sudan,1975,0,Oil,Production,
739,Sudan,1975,0,Oil,Production,
740,Tunisia,1975,97.10468493,Oil,Production,
741,Other Africa,1975,0.415342466,Oil,Production,
742,Total Africa,1975,5067.947644,Oil,Production,
743,Australia,1975,451,Oil,Production,
744,Brunei,1975,187,Oil,Production,
745,China,1975,1547.533699,Oil,Production,
746,India,1975,170.8794247,Oil,Production,
747,Indonesia,1975,1306,Oil,Production,
748,Malaysia,1975,98,Oil,Production,
749,Thailand,1975,0,Oil,Production,
750,Vietnam,1975,0,Oil,Production,
751,Other Asia Pacific,1975,47.63655872,Oil,Production,
752,Total Asia Pacific,1975,3808.049682,Oil,Production,
753,Total World,1975,55810.76212,Oil,Production,
754,of which: OECD,1975,13862.44946,Oil,Production,
755,                 Non-OECD,1975,41948.31266,Oil,Production,
756,                 OPEC,1975,25675.38732,Oil,Production,
757,                 Non-OPEC ,1975,30135.37481,Oil,Production,
758,                 European Union #,1975,679.9313397,Oil,Production,
759,Canada,1976,1598,Oil,Production,
760,Mexico,1976,894,Oil,Production,
761,US,1976,9735.639,Oil,Production,
762,Total North America,1976,12227.639,Oil,Production,
763,Argentina,1976,408.0218579,Oil,Production,
764,Brazil,1976,172.3305367,Oil,Production,
765,Colombia,1976,153,Oil,Production,
766,Ecuador,1976,188,Oil,Production,
767,Guyana,1976,0,Oil,Production,
768,Peru,1976,77.40710383,Oil,Production,
769,Trinidad & Tobago,1976,212,Oil,Production,
770,Venezuela,1976,2371,Oil,Production,
771,Other S. & Cent. America,1976,77.64612022,Oil,Production,
772,Total S. & Cent. America,1976,3659.405619,Oil,Production,
773,Denmark,1976,4,Oil,Production,
774,Italy,1976,28.21704372,Oil,Production,
775,Norway,1976,279,Oil,Production,
776,Romania,1976,312.7131148,Oil,Production,
777,United Kingdom,1976,254.4322404,Oil,Production,
778,Other Europe,1976,494.0729235,Oil,Production,
779,Total Europe,1976,1372.435322,Oil,Production,
780,Azerbaijan,1976,0,Oil,Production,
781,Kazakhstan,1976,0,Oil,Production,
782,Russian Federation,1976,0,Oil,Production,
783,Turkmenistan,1976,0,Oil,Production,
784,Uzbekistan,1976,0,Oil,Production,
785,Other CIS,1976,0,Oil,Production,
786,Total CIS,1976,10465.5959,Oil,Production,
787,Iran,1976,5918.191257,Oil,Production,
788,Iraq,1976,2422.26776,Oil,Production,
789,Kuwait,1976,2199,Oil,Production,
790,Oman,1976,367,Oil,Production,
791,Qatar,1976,487,Oil,Production,
792,Saudi Arabia,1976,8762.174,Oil,Production,
793,Syria,1976,201,Oil,Production,
794,United Arab Emirates,1976,1936.402,Oil,Production,
795,Yemen,1976,0,Oil,Production,
796,Other Middle East,1976,58.72281421,Oil,Production,
797,Total Middle East,1976,22351.75783,Oil,Production,
798,Algeria,1976,1144.405661,Oil,Production,
799,Angola,1976,153.14,Oil,Production,
800,Chad,1976,0,Oil,Production,
801,Republic of Congo ,1976,40.62295082,Oil,Production,
802,Egypt,1976,322.215847,Oil,Production,
803,Equatorial Guinea,1976,0,Oil,Production,
804,Gabon,1976,226.1706011,Oil,Production,
805,Libya,1976,1972,Oil,Production,
806,Nigeria,1976,2066.786,Oil,Production,
807,South Sudan,1976,0,Oil,Production,
808,Sudan,1976,0,Oil,Production,
809,Tunisia,1976,77.95054645,Oil,Production,
810,Other Africa,1976,25.18639344,Oil,Production,
811,Total Africa,1976,6028.478,Oil,Production,
812,Australia,1976,461,Oil,Production,
813,Brunei,1976,217,Oil,Production,
814,China,1976,1745.581421,Oil,Production,
815,India,1976,178.1482787,Oil,Production,
816,Indonesia,1976,1504,Oil,Production,
817,Malaysia,1976,167,Oil,Production,
818,Thailand,1976,0,Oil,Production,
819,Vietnam,1976,0,Oil,Production,
820,Other Asia Pacific,1976,62.14637153,Oil,Production,
821,Total Asia Pacific,1976,4334.876071,Oil,Production,
822,Total World,1976,60440.18774,Oil,Production,
823,of which: OECD,1976,13839.01356,Oil,Production,
824,                 Non-OECD,1976,46601.17418,Oil,Production,
825,                 OPEC,1976,29059.02023,Oil,Production,
826,                 Non-OPEC ,1976,31381.16751,Oil,Production,
827,                 European Union #,1976,674.5698852,Oil,Production,
828,Canada,1977,1608,Oil,Production,
829,Mexico,1977,1085,Oil,Production,
830,US,1977,9862.562,Oil,Production,
831,Total North America,1977,12555.562,Oil,Production,
832,Argentina,1977,441.7150685,Oil,Production,
833,Brazil,1977,166.7199989,Oil,Production,
834,Colombia,1977,144,Oil,Production,
835,Ecuador,1977,184,Oil,Production,
836,Guyana,1977,0,Oil,Production,
837,Peru,1977,92.15342466,Oil,Production,
838,Trinidad & Tobago,1977,229,Oil,Production,
839,Venezuela,1977,2314,Oil,Production,
840,Other S. & Cent. America,1977,68.01361644,Oil,Production,
841,Total S. & Cent. America,1977,3639.602108,Oil,Production,
842,Denmark,1977,10,Oil,Production,
843,Italy,1977,27.10253973,Oil,Production,
844,Norway,1977,287,Oil,Production,
845,Romania,1977,312.5410959,Oil,Production,
846,United Kingdom,1977,798.6334247,Oil,Production,
847,Other Europe,1977,481.4483562,Oil,Production,
848,Total Europe,1977,1916.725416,Oil,Production,
849,Azerbaijan,1977,0,Oil,Production,
850,Kazakhstan,1977,0,Oil,Production,
851,Russian Federation,1977,0,Oil,Production,
852,Turkmenistan,1977,0,Oil,Production,
853,Uzbekistan,1977,0,Oil,Production,
854,Other CIS,1977,0,Oil,Production,
855,Total CIS,1977,11009.91425,Oil,Production,
856,Iran,1977,5713.958904,Oil,Production,
857,Iraq,1977,2358.120548,Oil,Production,
858,Kuwait,1977,2024,Oil,Production,
859,Oman,1977,340,Oil,Production,
860,Qatar,1977,435,Oil,Production,
861,Saudi Arabia,1977,9418.905,Oil,Production,
862,Syria,1977,183,Oil,Production,
863,United Arab Emirates,1977,1998.71,Oil,Production,
864,Yemen,1977,0,Oil,Production,
865,Other Middle East,1977,58.51910959,Oil,Production,
866,Total Middle East,1977,22530.21356,Oil,Production,
867,Algeria,1977,1224.790849,Oil,Production,
868,Angola,1977,143.368274,Oil,Production,
869,Chad,1977,0,Oil,Production,
870,Republic of Congo ,1977,31.79210959,Oil,Production,
871,Egypt,1977,406.5479452,Oil,Production,
872,Equatorial Guinea,1977,0,Oil,Production,
873,Gabon,1977,225.6486849,Oil,Production,
874,Libya,1977,2108,Oil,Production,
875,Nigeria,1977,2085.099,Oil,Production,
876,South Sudan,1977,0,Oil,Production,
877,Sudan,1977,0,Oil,Production,
878,Tunisia,1977,90.67879452,Oil,Production,
879,Other Africa,1977,24.20750685,Oil,Production,
880,Total Africa,1977,6340.133164,Oil,Production,
881,Australia,1977,490,Oil,Production,
882,Brunei,1977,227,Oil,Production,
883,China,1977,1880.496438,Oil,Production,
884,India,1977,210.1179452,Oil,Production,
885,Indonesia,1977,1685,Oil,Production,
886,Malaysia,1977,183,Oil,Production,
887,Thailand,1977,0,Oil,Production,
888,Vietnam,1977,0,Oil,Production,
889,Other Asia Pacific,1977,72.56198104,Oil,Production,
890,Total Asia Pacific,1977,4748.176365,Oil,Production,
891,Total World,1977,62740.32686,Oil,Production,
892,of which: OECD,1977,14730.83569,Oil,Production,
893,                 Non-OECD,1977,48009.49118,Oil,Production,
894,                 OPEC,1977,29503.0251,Oil,Production,
895,                 Non-OPEC ,1977,33237.30177,Oil,Production,
896,                 European Union #,1977,663.8226767,Oil,Production,
897,Canada,1978,1597,Oil,Production,
898,Mexico,1978,1327,Oil,Production,
899,US,1978,10274.441,Oil,Production,
900,Total North America,1978,13198.441,Oil,Production,
901,Argentina,1978,466.2049315,Oil,Production,
902,Brazil,1978,165.8252473,Oil,Production,
903,Colombia,1978,137,Oil,Production,
904,Ecuador,1978,204,Oil,Production,
905,Guyana,1978,0,Oil,Production,
906,Peru,1978,151.8794521,Oil,Production,
907,Trinidad & Tobago,1978,230,Oil,Production,
908,Venezuela,1978,2227,Oil,Production,
909,Other S. & Cent. America,1978,65.87232877,Oil,Production,
910,Total S. & Cent. America,1978,3647.78196,Oil,Production,
911,Denmark,1978,8,Oil,Production,
912,Italy,1978,31.39703562,Oil,Production,
913,Norway,1978,356,Oil,Production,
914,Romania,1978,293.4883288,Oil,Production,
915,United Kingdom,1978,1127.279233,Oil,Production,
916,Other Europe,1978,489.8320548,Oil,Production,
917,Total Europe,1978,2305.996652,Oil,Production,
918,Azerbaijan,1978,0,Oil,Production,
919,Kazakhstan,1978,0,Oil,Production,
920,Russian Federation,1978,0,Oil,Production,
921,Turkmenistan,1978,0,Oil,Production,
922,Uzbekistan,1978,0,Oil,Production,
923,Other CIS,1978,0,Oil,Production,
924,Total CIS,1978,11530.75425,Oil,Production,
925,Iran,1978,5302.054795,Oil,Production,
926,Iraq,1978,2573.550685,Oil,Production,
927,Kuwait,1978,2182,Oil,Production,
928,Oman,1978,314,Oil,Production,
929,Qatar,1978,484,Oil,Production,
930,Saudi Arabia,1978,8554.082,Oil,Production,
931,Syria,1978,179,Oil,Production,
932,United Arab Emirates,1978,1830.501,Oil,Production,
933,Yemen,1978,0,Oil,Production,
934,Other Middle East,1978,55.4760137,Oil,Production,
935,Total Middle East,1978,21474.66449,Oil,Production,
936,Algeria,1978,1252.729671,Oil,Production,
937,Angola,1978,131.3295616,Oil,Production,
938,Chad,1978,0,Oil,Production,
939,Republic of Congo ,1978,47.13534247,Oil,Production,
940,Egypt,1978,490.7416438,Oil,Production,
941,Equatorial Guinea,1978,0,Oil,Production,
942,Gabon,1978,212.290411,Oil,Production,
943,Libya,1978,2023,Oil,Production,
944,Nigeria,1978,1896.992,Oil,Production,
945,South Sudan,1978,0,Oil,Production,
946,Sudan,1978,0,Oil,Production,
947,Tunisia,1978,104.1626301,Oil,Production,
948,Other Africa,1978,30.84430137,Oil,Production,
949,Total Africa,1978,6189.225562,Oil,Production,
950,Australia,1978,490,Oil,Production,
951,Brunei,1978,240,Oil,Production,
952,China,1978,2089.552055,Oil,Production,
953,India,1978,232.522274,Oil,Production,
954,Indonesia,1978,1635,Oil,Production,
955,Malaysia,1978,216,Oil,Production,
956,Thailand,1978,0,Oil,Production,
957,Vietnam,1978,0,Oil,Production,
958,Other Asia Pacific,1978,72.41582364,Oil,Production,
959,Total Asia Pacific,1978,4975.490152,Oil,Production,
960,Total World,1978,63322.35407,Oil,Production,
961,of which: OECD,1978,15762.40598,Oil,Production,
962,                 Non-OECD,1978,47559.94808,Oil,Production,
963,                 OPEC,1978,28101.3359,Oil,Production,
964,                 Non-OPEC ,1978,35221.01816,Oil,Production,
965,                 European Union #,1978,646.7987342,Oil,Production,
966,Canada,1979,1835,Oil,Production,
967,Mexico,1979,1607,Oil,Production,
968,US,1979,10135.534,Oil,Production,
969,Total North America,1979,13577.534,Oil,Production,
970,Argentina,1979,487.2827397,Oil,Production,
971,Brazil,1979,171.6450149,Oil,Production,
972,Colombia,1979,129,Oil,Production,
973,Ecuador,1979,216,Oil,Production,
974,Guyana,1979,0,Oil,Production,
975,Peru,1979,192.6501041,Oil,Production,
976,Trinidad & Tobago,1979,214,Oil,Production,
977,Venezuela,1979,2425,Oil,Production,
978,Other S. & Cent. America,1979,66.25473973,Oil,Production,
979,Total S. & Cent. America,1979,3901.832598,Oil,Production,
980,Denmark,1979,8,Oil,Production,
981,Italy,1979,36.22589863,Oil,Production,
982,Norway,1979,407,Oil,Production,
983,Romania,1979,264.662274,Oil,Production,
984,United Kingdom,1979,1623.398795,Oil,Production,
985,Other Europe,1979,508.4109315,Oil,Production,
986,Total Europe,1979,2847.697899,Oil,Production,
987,Azerbaijan,1979,0,Oil,Production,
988,Kazakhstan,1979,0,Oil,Production,
989,Russian Federation,1979,0,Oil,Production,
990,Turkmenistan,1979,0,Oil,Production,
991,Uzbekistan,1979,0,Oil,Production,
992,Other CIS,1979,0,Oil,Production,
993,Total CIS,1979,11805.42466,Oil,Production,
994,Iran,1979,3217.589041,Oil,Production,
995,Iraq,1979,3488.550685,Oil,Production,
996,Kuwait,1979,2623,Oil,Production,
997,Oman,1979,295,Oil,Production,
998,Qatar,1979,506,Oil,Production,
999,Saudi Arabia,1979,9841.627,Oil,Production,
1000,Syria,1979,167,Oil,Production,
1001,United Arab Emirates,1979,1830.69,Oil,Production,
1002,Yemen,1979,0,Oil,Production,
1003,Other Middle East,1979,51.39765753,Oil,Production,
1004,Total Middle East,1979,22020.85438,Oil,Production,
1005,Algeria,1979,1282.877301,Oil,Production,
1006,Angola,1979,146.169863,Oil,Production,
1007,Chad,1979,0,Oil,Production,
1008,Republic of Congo ,1979,53.57523288,Oil,Production,
1009,Egypt,1979,509.32,Oil,Production,
1010,Equatorial Guinea,1979,0,Oil,Production,
1011,Gabon,1979,196.2284384,Oil,Production,
1012,Libya,1979,2139,Oil,Production,
1013,Nigeria,1979,2301.995,Oil,Production,
1014,South Sudan,1979,0,Oil,Production,
1015,Sudan,1979,0,Oil,Production,
1016,Tunisia,1979,116.6351781,Oil,Production,
1017,Other Africa,1979,54.99515068,Oil,Production,
1018,Total Africa,1979,6800.796164,Oil,Production,
1019,Australia,1979,491,Oil,Production,
1020,Brunei,1979,261,Oil,Production,
1021,China,1979,2131.724658,Oil,Production,
1022,India,1979,264.8703288,Oil,Production,
1023,Indonesia,1979,1590,Oil,Production,
1024,Malaysia,1979,282,Oil,Production,
1025,Thailand,1979,0,Oil,Production,
